법정동코드,category_group_code,count
1114016700,BK9,0
1114016700,FD6,5
1114016700,CE7,7
1114016700,HP8,0
1114016700,PM9,1
1114016800,CS2,8
1114016800,MT1,0
1114016800,PK6,2
1114016800,BK9,1
1114016800,FD6,1
1114016800,CE7,1
1114016800,HP8,0
1114016800,PM9,0
1114016900,CS2,1
1114016900,MT1,0
1114016900,PK6,1
1114016900,BK9,0
1114016900,FD6,1
1114016900,CE7,1
1114016900,HP8,2
1114016900,PM9,1
1114017000,CS2,2
1114017000,MT1,1
1114017000,PK6,0
1114017000,BK9,4
1114017000,FD6,0
1114017000,CE7,3
1114017000,HP8,1
1114017000,PM9,0
1114017100,CS2,10
1114017100,MT1,0
1114017100,PK6,7
1114017100,BK9,4
1114017100,FD6,13
1114017100,CE7,14
1114017100,HP8,9
1114017100,PM9,1
1114017200,CS2,0
1114017200,MT1,0
1114017200,PK6,2
1114017200,BK9,0
1114017200,FD6,0
1114017200,CE7,0
1114017200,HP8,0
1114017200,PM9,0
1114017300,CS2,1
1114017300,MT1,0
1114017300,PK6,0
1114017300,BK9,2
1114017300,FD6,10
1114017300,CE7,3
1114017300,HP8,0
1114017300,PM9,0
1114017400,CS2,2
1114017400,MT1,1
1114017400,PK6,4
1114017400,BK9,2
1114017400,FD6,1
1114017400,CE7,4
1114017400,HP8,3
1114017400,PM9,2
1114090100,CS2,0
1114090100,MT1,0
1114090100,PK6,0
1114090100,BK9,0
1114090100,FD6,0
1114090100,CE7,0
1114090100,HP8,0
1114090100,PM9,0
1114090200,CS2,0
1114090200,MT1,0
1114090200,PK6,0
1114090200,BK9,0
1114090200,FD6,0
1114090200,CE7,0
1114090200,HP8,0
1114090200,PM9,0
1114090300,CS2,0
1114090300,MT1,0
1114090300,PK6,0
1114090300,BK9,0
1114090300,FD6,0
1114090300,CE7,0
1114090300,HP8,0
1114090300,PM9,0
1114090400,CS2,0
1114090400,MT1,0
1114090400,PK6,0
1114090400,BK9,0
1114090400,FD6,0
1114090400,CE7,0
1114090400,HP8,0
1114090400,PM9,0
1114090500,CS2,0
1114090500,MT1,0
1114090500,PK6,0
1114090500,BK9,0
1114090500,FD6,0
1114090500,CE7,0
1114090500,HP8,0
1114090500,PM9,0
1114090600,CS2,0
1114090600,MT1,0
1114090600,PK6,0
1114090600,BK9,0
1114090600,FD6,0
1114090600,CE7,0
1114090600,HP8,0
1114090600,PM9,0
1117000200,CS2,0
1117000200,MT1,0
1117000200,PK6,0
1117000200,BK9,0
1117000200,FD6,0
1117000200,CE7,0
1117000200,HP8,0
1117000200,PM9,0
1117000300,CS2,0
1117000300,MT1,0
1117000300,PK6,0
1117000300,BK9,0
1117000300,FD6,0
1117000300,CE7,0
1117000300,HP8,0
1117000300,PM9,0
1117010100,CS2,14
1117010100,MT1,0
1117010100,PK6,7
1117010100,BK9,4
1117010100,FD6,21
1117010100,CE7,28
1117010100,HP8,14
1117010100,PM9,5
1117010200,CS2,12
1117010200,MT1,0
1117010200,PK6,5
1117010200,BK9,6
1117010200,FD6,28
1117010200,CE7,32
1117010200,HP8,7
1117010200,PM9,3
1117010300,CS2,1
1117010300,MT1,0
1117010300,PK6,0
1117010300,BK9,0
1117010300,FD6,0
1117010300,CE7,0
1117010300,HP8,0
1117010300,PM9,0
1117010400,CS2,8
1117010400,MT1,1
1117010400,PK6,3
1117010400,BK9,8
1117010400,FD6,2
1117010400,CE7,7
1117010400,HP8,21
1117010400,PM9,6
1117010500,CS2,3
1117010500,MT1,0
1117010500,PK6,6
1117010500,BK9,6
1117010500,FD6,19
1117010500,CE7,16
1117010500,HP8,7
1117010500,PM9,2
1117010600,CS2,1
1117010600,MT1,0
1117010600,PK6,2
1117010600,BK9,0
1117010600,FD6,0
1117010600,CE7,1
1117010600,HP8,0
1117010600,PM9,0
1117010700,CS2,11
1117010700,MT1,0
1117010700,PK6,13
1117010700,BK9,10
1117010700,FD6,16
1117010700,CE7,14
1117010700,HP8,5
1117010700,PM9,2
1117010800,CS2,7
1117010800,MT1,0
1117010800,PK6,5
1117010800,BK9,7
1117010800,FD6,8
1117010800,CE7,13
1117010800,HP8,6
1117010800,PM9,3
1117010900,CS2,4
1117010900,MT1,0
1117010900,PK6,3
1117010900,BK9,1
1117010900,FD6,2
1117010900,CE7,3
1117010900,HP8,1
1117010900,PM9,1
1117011000,CS2,5
1117011000,MT1,0
1117011000,PK6,7
1117011000,BK9,2
1117011000,FD6,17
1117011000,CE7,15
1117011000,HP8,2
1117011000,PM9,2
1117011100,CS2,7
1117011100,MT1,0
1117011100,PK6,8
1117011100,BK9,5
1117011100,FD6,11
1117011100,CE7,16
1117011100,HP8,4
1117011100,PM9,3
1117011200,CS2,5
1117011200,MT1,1
1117011200,PK6,7
1117011200,BK9,3
1117011200,FD6,9
1117011200,CE7,12
1117011200,HP8,9
1117011200,PM9,2
1117011300,CS2,5
1117011300,MT1,0
1117011300,PK6,3
1117011300,BK9,2
1117011300,FD6,7
1117011300,CE7,11
1117011300,HP8,10
1117011300,PM9,3
1117011400,CS2,0
1117011400,MT1,0
1117011400,PK6,1
1117011400,BK9,0
1117011400,FD6,0
1117011400,CE7,0
1117011400,HP8,0
1117011400,PM9,0
1117011500,CS2,3
1117011500,MT1,0
1117011500,PK6,0
1117011500,BK9,0
1117011500,FD6,0
1117011500,CE7,0
1117011500,HP8,1
1117011500,PM9,0
1117011600,CS2,1
1117011600,MT1,0
1117011600,PK6,1
1117011600,BK9,0
1117011600,FD6,1
1117011600,CE7,0
1117011600,HP8,0
1117011600,PM9,0
1117011700,CS2,4
1117011700,MT1,0
1117011700,PK6,8
1117011700,BK9,7
1117011700,FD6,8
1117011700,CE7,8
1117011700,HP8,1
1117011700,PM9,2
1117011800,CS2,1
1117011800,MT1,0
1117011800,PK6,3
1117011800,BK9,5
1117011800,FD6,9
1117011800,CE7,8
1117011800,HP8,5
1117011800,PM9,1
1117011900,CS2,7
1117011900,MT1,0
1117011900,PK6,5
1117011900,BK9,4
1117011900,FD6,5
1117011900,CE7,12
1117011900,HP8,11
1117011900,PM9,5
1117012000,CS2,1
1117012000,MT1,0
1117012000,PK6,1
1117012000,BK9,0
1117012000,FD6,0
1117012000,CE7,2
1117012000,HP8,0
1117012000,PM9,2
1117012100,CS2,5
1117012100,MT1,0
1117012100,PK6,3
1117012100,BK9,4
1117012100,FD6,15
1117012100,CE7,8
1117012100,HP8,5
1117012100,PM9,1
1117012200,CS2,5
1117012200,MT1,0
1117012200,PK6,2
1117012200,BK9,3
1117012200,FD6,4
1117012200,CE7,4
1117012200,HP8,1
1117012200,PM9,1
1117012300,CS2,2
1117012300,MT1,0
1117012300,PK6,0
1117012300,BK9,0
1117012300,FD6,2
1117012300,CE7,1
1117012300,HP8,0
1117012300,PM9,0
1117012400,CS2,7
1117012400,MT1,0
1117012400,PK6,5
1117012400,BK9,4
1117012400,FD6,18
1117012400,CE7,20
1117012400,HP8,4
1117012400,PM9,1
1117012500,CS2,16
1117012500,MT1,0
1117012500,PK6,21
1117012500,BK9,23
1117012500,FD6,29
1117012500,CE7,27
1117012500,HP8,27
1117012500,PM9,11
1117012600,CS2,1
1117012600,MT1,0
1117012600,PK6,2
1117012600,BK9,1
1117012600,FD6,5
1117012600,CE7,2
1117012600,HP8,0
1117012600,PM9,0
1117012700,CS2,3
1117012700,MT1,0
1117012700,PK6,3
1117012700,BK9,1
1117012700,FD6,2
1117012700,CE7,4
1117012700,HP8,2
1117012700,PM9,0
1117012800,CS2,19
1117012800,MT1,2
1117012800,PK6,27
1117012800,BK9,22
1117012800,FD6,38
1117012800,CE7,34
1117012800,HP8,15
1117012800,PM9,9
1117012900,CS2,6
1117012900,MT1,1
1117012900,PK6,7
1117012900,BK9,15
1117012900,FD6,45
1117012900,CE7,14
1117012900,HP8,38
1117012900,PM9,7
1117013000,CS2,24
1117013000,MT1,1
1117013000,PK6,24
1117013000,BK9,34
1117013000,FD6,33
1117013000,CE7,30
1117013000,HP8,18
1117013000,PM9,6
1117013100,CS2,15
1117013100,MT1,1
1117013100,PK6,30
1117013100,BK9,30
1117013100,FD6,36
1117013100,CE7,36
1117013100,HP8,33
1117013100,PM9,10
1117013200,CS2,5
1117013200,MT1,0
1117013200,PK6,2
1117013200,BK9,4
1117013200,FD6,13
1117013200,CE7,11
1117013200,HP8,0
1117013200,PM9,0
1117013300,CS2,4
1117013300,MT1,0
1117013300,PK6,2
1117013300,BK9,3
1117013300,FD6,7
1117013300,CE7,6
1117013300,HP8,0
1117013300,PM9,0
1117013400,CS2,0
1117013400,MT1,0
1117013400,PK6,1
1117013400,BK9,0
1117013400,FD6,0
1117013400,CE7,1
1117013400,HP8,0
1117013400,PM9,0
1117013500,CS2,1
1117013500,MT1,0
1117013500,PK6,7
1117013500,BK9,2
1117013500,FD6,3
1117013500,CE7,6
1117013500,HP8,0
1117013500,PM9,0
1117013600,CS2,6
1117013600,MT1,0
1117013600,PK6,10
1117013600,BK9,6
1117013600,FD6,31
1117013600,CE7,9
1117013600,HP8,9
1117013600,PM9,5
1117090100,CS2,0
1117090100,MT1,0
1117090100,PK6,0
1117090100,BK9,0
1117090100,FD6,0
1117090100,CE7,0
1117090100,HP8,0
1117090100,PM9,0
1117090300,CS2,0
1117090300,MT1,0
1117090300,PK6,0
1117090300,BK9,0
1117090300,FD6,0
1117090300,CE7,0
1117090300,HP8,0
1117090300,PM9,0
1117090400,CS2,0
1117090400,MT1,0
1117090400,PK6,0
1117090400,BK9,0
1117090400,FD6,0
1117090400,CE7,0
1117090400,HP8,0
1117090400,PM9,0
1117090500,CS2,0
1117090500,MT1,0
1117090500,PK6,0
1117090500,BK9,0
1117090500,FD6,0
1117090500,CE7,0
1117090500,HP8,0
1117090500,PM9,0
1117090600,CS2,0
1117090600,MT1,0
1117090600,PK6,0
1117090600,BK9,0
1117090600,FD6,0
1117090600,CE7,0
1117090600,HP8,0
1117090600,PM9,0
1117090700,CS2,0
1117090700,MT1,0
1117090700,PK6,0
1117090700,BK9,0
1117090700,FD6,0
1117090700,CE7,0
1117090700,HP8,0
1117090700,PM9,0
1117090800,CS2,0
1117090800,MT1,0
1117090800,PK6,0
1117090800,BK9,0
1117090800,FD6,0
1117090800,CE7,0
1117090800,HP8,0
1117090800,PM9,0
1120005300,CS2,0
1120005300,MT1,0
1120005300,PK6,0
1120005300,BK9,0
1120005300,FD6,0
1120005300,CE7,0
1120005300,HP8,0
1120005300,PM9,0
1120010100,CS2,5
1120010100,MT1,1
1120010100,PK6,4
1120010100,BK9,4
1120010100,FD6,2
1120010100,CE7,8
1120010100,HP8,5
1120010100,PM9,5
1120010200,CS2,14
1120010200,MT1,2
1120010200,PK6,9
1120010200,BK9,9
1120010200,FD6,7
1120010200,CE7,14
1120010200,HP8,12
1120010200,PM9,9
1120010300,CS2,3
1120010300,MT1,0
1120010300,PK6,7
1120010300,BK9,6
1120010300,FD6,12
1120010300,CE7,11
1120010300,HP8,7
1120010300,PM9,6
1120010400,CS2,9
1120010400,MT1,0
1120010400,PK6,8
1120010400,BK9,4
1120010400,FD6,10
1120010400,CE7,10
1120010400,HP8,8
1120010400,PM9,2
1120010500,CS2,13
1120010500,MT1,0
1120010500,PK6,13
1120010500,BK9,10
1120010500,FD6,28
1120010500,CE7,12
1120010500,HP8,10
1120010500,PM9,9
1120010600,CS2,12
1120010600,MT1,0
1120010600,PK6,11
1120010600,BK9,19
1120010600,FD6,1
1120010600,CE7,6
1120010600,HP8,13
1120010600,PM9,1
1120010700,CS2,29
1120010700,MT1,3
1120010700,PK6,33
1120010700,BK9,31
1120010700,FD6,37
1120010700,CE7,38
1120010700,HP8,29
1120010700,PM9,26
1120010800,CS2,6
1120010800,MT1,0
1120010800,PK6,4
1120010800,BK9,9
1120010800,FD6,7
1120010800,CE7,6
1120010800,HP8,3
1120010800,PM9,1
1120010900,CS2,5
1120010900,MT1,1
1120010900,PK6,6
1120010900,BK9,12
1120010900,FD6,11
1120010900,CE7,12
1120010900,HP8,14
1120010900,PM9,5
1120011000,CS2,7
1120011000,MT1,0
1120011000,PK6,5
1120011000,BK9,9
1120011000,FD6,16
1120011000,CE7,14
1120011000,HP8,8
1120011000,PM9,3
1120011100,CS2,6
1120011100,MT1,1
1120011100,PK6,4
1120011100,BK9,3
1120011100,FD6,21
1120011100,CE7,10
1120011100,HP8,8
1120011100,PM9,7
1120011200,CS2,7
1120011200,MT1,0
1120011200,PK6,7
1120011200,BK9,12
1120011200,FD6,21
1120011200,CE7,22
1120011200,HP8,32
1120011200,PM9,8
1120011300,CS2,14
1120011300,MT1,2
1120011300,PK6,14
1120011300,BK9,17
1120011300,FD6,36
1120011300,CE7,24
1120011300,HP8,28
1120011300,PM9,11
1120011400,CS2,27
1120011400,MT1,1
1120011400,PK6,40
1120011400,BK9,22
1120011400,FD6,45
1120011400,CE7,42
1120011400,HP8,44
1120011400,PM9,13
1120011500,CS2,39
1120011500,MT1,1
1120011500,PK6,43
1120011500,BK9,37
1120011500,FD6,43
1120011500,CE7,41
1120011500,HP8,39
1120011500,PM9,17
1120011800,CS2,6
1120011800,MT1,0
1120011800,PK6,4
1120011800,BK9,1
1120011800,FD6,0
1120011800,CE7,12
1120011800,HP8,4
1120011800,PM9,4
1120012200,CS2,10
1120012200,MT1,0
1120012200,PK6,16
1120012200,BK9,10
1120012200,FD6,22
1120012200,CE7,14
1120012200,HP8,10
1120012200,PM9,7
1120090100,CS2,0
1120090100,MT1,0
1120090100,PK6,0
1120090100,BK9,0
1120090100,FD6,0
1120090100,CE7,0
1120090100,HP8,0
1120090100,PM9,0
1120090200,CS2,0
1120090200,MT1,0
1120090200,PK6,0
1120090200,BK9,0
1120090200,FD6,0
1120090200,CE7,0
1120090200,HP8,0
1120090200,PM9,0
1120090300,CS2,0
1120090300,MT1,0
1120090300,PK6,0
1120090300,BK9,0
1120090300,FD6,0
1120090300,CE7,0
1120090300,HP8,0
1120090300,PM9,0
1120090400,CS2,0
1120090400,MT1,0
1120090400,PK6,0
1120090400,BK9,0
1120090400,FD6,0
1120090400,CE7,0
1120090400,HP8,0
1120090400,PM9,0
1120090900,CS2,0
1120090900,MT1,0
1120090900,PK6,0
1120090900,BK9,0
1120090900,FD6,0
1120090900,CE7,0
1120090900,HP8,0
1120090900,PM9,0
1120091000,CS2,0
1120091000,MT1,0
1120091000,PK6,0
1120091000,BK9,0
1120091000,FD6,0
1120091000,CE7,0
1120091000,HP8,0
1120091000,PM9,0
1120091100,CS2,0
1120091100,MT1,0
1120091100,PK6,0
1120091100,BK9,0
1120091100,FD6,0
1120091100,CE7,0
1120091100,HP8,0
1120091100,PM9,0
1120091200,CS2,0
1120091200,MT1,0
1120091200,PK6,0
1120091200,BK9,0
1120091200,FD6,0
1120091200,CE7,0
1120091200,HP8,0
1120091200,PM9,0
1120091300,CS2,0
1120091300,MT1,0
1120091300,PK6,0
1120091300,BK9,0
1120091300,FD6,0
1120091300,CE7,0
1120091300,HP8,0
1120091300,PM9,0
1120091500,CS2,0
1120091500,MT1,0
1120091500,PK6,0
1120091500,BK9,0
1120091500,FD6,0
1120091500,CE7,0
1120091500,HP8,0
1120091500,PM9,0
1121510100,CS2,29
1121510100,MT1,0
1121510100,PK6,17
1121510100,BK9,19
1121510100,FD6,45
1121510100,CE7,45
1121510100,HP8,38
1121510100,PM9,9
1121510200,CS2,17
1121510200,MT1,1
1121510200,PK6,13
1121510200,BK9,5
1121510200,FD6,18
1121510200,CE7,16
1121510200,HP8,8
1121510200,PM9,7
1121510300,CS2,20
1121510300,MT1,2
1121510300,PK6,15
1121510300,BK9,14
1121510300,FD6,28
1121510300,CE7,27
1121510300,HP8,25
1121510300,PM9,9
1121510400,CS2,17
1121510400,MT1,3
1121510400,PK6,7
1121510400,BK9,23
1121510400,FD6,45
1121510400,CE7,44
1121510400,HP8,22
1121510400,PM9,7
1121510500,CS2,38
1121510500,MT1,1
1121510500,PK6,19
1121510500,BK9,13
1121510500,FD6,45
1121510500,CE7,45
1121510500,HP8,45
1121510500,PM9,15
1121510600,CS2,0
1121510600,MT1,0
1121510600,PK6,0
1121510600,BK9,0
1121510600,FD6,0
1121510600,CE7,0
1121510600,HP8,0
1121510600,PM9,0
1121510700,CS2,30
1121510700,MT1,1
1121510700,PK6,23
1121510700,BK9,21
1121510700,FD6,39
1121510700,CE7,34
1121510700,HP8,27
1121510700,PM9,19
1121510800,CS2,0
1121510800,MT1,0
1121510800,PK6,0
1121510800,BK9,0
1121510800,FD6,0
1121510800,CE7,0
1121510800,HP8,0
1121510800,PM9,0
1121510900,CS2,20
1121510900,MT1,0
1121510900,PK6,21
1121510900,BK9,11
1121510900,FD6,24
1121510900,CE7,24
1121510900,HP8,13
1121510900,PM9,11
1123010100,CS2,13
1123010100,MT1,0
1123010100,PK6,18
1123010100,BK9,19
1123010100,FD6,21
1123010100,CE7,19
1123010100,HP8,15
1123010100,PM9,6
1123010200,CS2,28
1123010200,MT1,0
1123010200,PK6,16
1123010200,BK9,22
1123010200,FD6,22
1123010200,CE7,25
1123010200,HP8,25
1123010200,PM9,14
1123010300,CS2,19
1123010300,MT1,1
1123010300,PK6,27
1123010300,BK9,19
1123010300,FD6,29
1123010300,CE7,24
1123010300,HP8,11
1123010300,PM9,22
1123010400,CS2,37
1123010400,MT1,2
1123010400,PK6,23
1123010400,BK9,31
1123010400,FD6,38
1123010400,CE7,35
1123010400,HP8,29
1123010400,PM9,22
1123010500,CS2,32
1123010500,MT1,2
1123010500,PK6,34
1123010500,BK9,36
1123010500,FD6,36
1123010500,CE7,38
1123010500,HP8,38
1123010500,PM9,25
1123010600,CS2,42
1123010600,MT1,2
1123010600,PK6,31
1123010600,BK9,30
1123010600,FD6,44
1123010600,CE7,44
1123010600,HP8,44
1123010600,PM9,30
1123010700,CS2,12
1123010700,MT1,0
1123010700,PK6,11
1123010700,BK9,21
1123010700,FD6,19
1123010700,CE7,11
1123010700,HP8,20
1123010700,PM9,18
1123010800,CS2,16
1123010800,MT1,1
1123010800,PK6,12
1123010800,BK9,23
1123010800,FD6,27
1123010800,CE7,30
1123010800,HP8,12
1123010800,PM9,10
1123010900,CS2,29
1123010900,MT1,1
1123010900,PK6,24
1123010900,BK9,23
1123010900,FD6,30
1123010900,CE7,27
1123010900,HP8,23
1123010900,PM9,16
1123011000,CS2,21
1123011000,MT1,3
1123011000,PK6,13
1123011000,BK9,18
1123011000,FD6,42
1123011000,CE7,41
1123011000,HP8,44
1123011000,PM9,21
1123090100,CS2,0
1123090100,MT1,0
1123090100,PK6,0
1123090100,BK9,0
1123090100,FD6,0
1123090100,CE7,0
1123090100,HP8,0
1123090100,PM9,0
1123090200,CS2,0
1123090200,MT1,0
1123090200,PK6,0
1123090200,BK9,0
1123090200,FD6,0
1123090200,CE7,0
1123090200,HP8,0
1123090200,PM9,0
1123090300,CS2,0
1123090300,MT1,0
1123090300,PK6,0
1123090300,BK9,0
1123090300,FD6,0
1123090300,CE7,0
1123090300,HP8,0
1123090300,PM9,0
1123090400,CS2,0
1123090400,MT1,0
1123090400,PK6,0
1123090400,BK9,0
1123090400,FD6,0
1123090400,CE7,0
1123090400,HP8,0
1123090400,PM9,0
1123090500,CS2,0
1123090500,MT1,0
1123090500,PK6,0
1123090500,BK9,0
1123090500,FD6,0
1123090500,CE7,0
1123090500,HP8,0
1123090500,PM9,0
1123090600,CS2,0
1123090600,MT1,0
1123090600,PK6,0
1123090600,BK9,0
1123090600,FD6,0
1123090600,CE7,0
1123090600,HP8,0
1123090600,PM9,0
1123090700,CS2,0
1123090700,MT1,0
1123090700,PK6,0
1123090700,BK9,0
1123090700,FD6,0
1123090700,CE7,0
1123090700,HP8,0
1123090700,PM9,0
1123090800,CS2,0
1123090800,MT1,0
1123090800,PK6,0
1123090800,BK9,0
1123090800,FD6,0
1123090800,CE7,0
1123090800,HP8,0
1123090800,PM9,0
1123090900,CS2,0
1123090900,MT1,0
1123090900,PK6,0
1123090900,BK9,0
1123090900,FD6,0
1123090900,CE7,0
1123090900,HP8,0
1123090900,PM9,0
1123091000,CS2,0
1123091000,MT1,0
1123091000,PK6,0
1123091000,BK9,0
1123091000,FD6,0
1123091000,CE7,0
1123091000,HP8,0
1123091000,PM9,0
1123091200,CS2,0
1123091200,MT1,0
1123091200,PK6,0
1123091200,BK9,0
1123091200,FD6,0
1123091200,CE7,0
1123091200,HP8,0
1123091200,PM9,0
1123091400,CS2,0
1123091400,MT1,0
1123091400,PK6,0
1123091400,BK9,0
1123091400,FD6,0
1123091400,CE7,0
1123091400,HP8,0
1123091400,PM9,0
1123091500,CS2,0
1123091500,MT1,0
1123091500,PK6,0
1123091500,BK9,0
1123091500,FD6,0
1123091500,CE7,0
1123091500,HP8,0
1123091500,PM9,0
1123091600,CS2,0
1123091600,MT1,0
1123091600,PK6,0
1123091600,BK9,0
1123091600,FD6,0
1123091600,CE7,0
1123091600,HP8,0
1123091600,PM9,0
1123091700,CS2,0
1123091700,MT1,0
1123091700,PK6,0
1123091700,BK9,0
1123091700,FD6,0
1123091700,CE7,0
1123091700,HP8,0
1123091700,PM9,0
1123091800,CS2,0
1123091800,MT1,0
1123091800,PK6,0
1123091800,BK9,0
1123091800,FD6,0
1123091800,CE7,0
1123091800,HP8,0
1123091800,PM9,0
1123091900,CS2,0
1123091900,MT1,0
1123091900,PK6,0
1123091900,BK9,0
1123091900,FD6,0
1123091900,CE7,0
1123091900,HP8,0
1123091900,PM9,0
1123092000,CS2,0
1123092000,MT1,0
1123092000,PK6,0
1123092000,BK9,0
1123092000,FD6,0
1123092000,CE7,0
1123092000,HP8,0
1123092000,PM9,0
1123092100,CS2,0
1123092100,MT1,0
1123092100,PK6,0
1123092100,BK9,0
1123092100,FD6,0
1123092100,CE7,0
1123092100,HP8,0
1123092100,PM9,0
1123092200,CS2,0
1123092200,MT1,0
1123092200,PK6,0
1123092200,BK9,0
1123092200,FD6,0
1123092200,CE7,0
1123092200,HP8,0
1123092200,PM9,0
1123092300,CS2,0
1123092300,MT1,0
1123092300,PK6,0
1123092300,BK9,0
1123092300,FD6,0
1123092300,CE7,0
1123092300,HP8,0
1123092300,PM9,0
1123092400,CS2,0
1123092400,MT1,0
1123092400,PK6,0
1123092400,BK9,0
1123092400,FD6,0
1123092400,CE7,0
1123092400,HP8,0
1123092400,PM9,0
1126010100,CS2,45
1126010100,MT1,3
1126010100,PK6,30
1126010100,BK9,33
1126010100,FD6,45
1126010100,CE7,45
1126010100,HP8,45
1126010100,PM9,25
1126010200,CS2,29
1126010200,MT1,2
1126010200,PK6,23
1126010200,BK9,27
1126010200,FD6,41
1126010200,CE7,39
1126010200,HP8,31
1126010200,PM9,12
1126010300,CS2,32
1126010300,MT1,3
1126010300,PK6,34
1126010300,BK9,27
1126010300,FD6,38
1126010300,CE7,25
1126010300,HP8,30
1126010300,PM9,15
1126010400,CS2,33
1126010400,MT1,3
1126010400,PK6,26
1126010400,BK9,24
1126010400,FD6,39
1126010400,CE7,36
1126010400,HP8,39
1126010400,PM9,18
1126010500,CS2,31
1126010500,MT1,2
1126010500,PK6,29
1126010500,BK9,19
1126010500,FD6,44
1126010500,CE7,42
1126010500,HP8,45
1126010500,PM9,23
1126010600,CS2,17
1126010600,MT1,2
1126010600,PK6,15
1126010600,BK9,18
1126010600,FD6,33
1126010600,CE7,30
1126010600,HP8,23
1126010600,PM9,14
1126090100,CS2,0
1126090100,MT1,0
1126090100,PK6,0
1126090100,BK9,0
1126090100,FD6,0
1126090100,CE7,0
1126090100,HP8,0
1126090100,PM9,0
1126090200,CS2,0
1126090200,MT1,0
1126090200,PK6,0
1126090200,BK9,0
1126090200,FD6,0
1126090200,CE7,0
1126090200,HP8,0
1126090200,PM9,0
1126090300,CS2,0
1126090300,MT1,0
1126090300,PK6,0
1126090300,BK9,0
1126090300,FD6,0
1126090300,CE7,0
1126090300,HP8,0
1126090300,PM9,0
1126090400,CS2,0
1126090400,MT1,0
1126090400,PK6,0
1126090400,BK9,0
1126090400,FD6,0
1126090400,CE7,0
1126090400,HP8,0
1126090400,PM9,0
1126090500,CS2,0
1126090500,MT1,0
1126090500,PK6,0
1126090500,BK9,0
1126090500,FD6,0
1126090500,CE7,0
1126090500,HP8,0
1126090500,PM9,0
1126090600,CS2,0
1126090600,MT1,0
1126090600,PK6,0
1126090600,BK9,0
1126090600,FD6,0
1126090600,CE7,0
1126090600,HP8,0
1126090600,PM9,0
1126090700,CS2,0
1126090700,MT1,0
1126090700,PK6,0
1126090700,BK9,0
1126090700,FD6,0
1126090700,CE7,0
1126090700,HP8,0
1126090700,PM9,0
1126090800,CS2,0
1126090800,MT1,0
1126090800,PK6,0
1126090800,BK9,0
1126090800,FD6,0
1126090800,CE7,0
1126090800,HP8,0
1126090800,PM9,0
1126090900,CS2,0
1126090900,MT1,0
1126090900,PK6,0
1126090900,BK9,0
1126090900,FD6,0
1126090900,CE7,0
1126090900,HP8,0
1126090900,PM9,0
1126091000,CS2,0
1126091000,MT1,0
1126091000,PK6,0
1126091000,BK9,0
1126091000,FD6,0
1126091000,CE7,0
1126091000,HP8,0
1126091000,PM9,0
1126091100,CS2,0
1126091100,MT1,0
1126091100,PK6,0
1126091100,BK9,0
1126091100,FD6,0
1126091100,CE7,0
1126091100,HP8,0
1126091100,PM9,0
1126091200,CS2,0
1126091200,MT1,0
1126091200,PK6,0
1126091200,BK9,0
1126091200,FD6,0
1126091200,CE7,0
1126091200,HP8,0
1126091200,PM9,0
1126091300,CS2,0
1126091300,MT1,0
1126091300,PK6,0
1126091300,BK9,0
1126091300,FD6,0
1126091300,CE7,0
1126091300,HP8,0
1126091300,PM9,0
1126091400,CS2,0
1126091400,MT1,0
1126091400,PK6,0
1126091400,BK9,0
1126091400,FD6,0
1126091400,CE7,0
1126091400,HP8,0
1126091400,PM9,0
1126091500,CS2,0
1126091500,MT1,0
1126091500,PK6,0
1126091500,BK9,0
1126091500,FD6,0
1126091500,CE7,0
1126091500,HP8,0
1126091500,PM9,0
1126091600,CS2,0
1126091600,MT1,0
1126091600,PK6,0
1126091600,BK9,0
1126091600,FD6,0
1126091600,CE7,0
1126091600,HP8,0
1126091600,PM9,0
1129001400,CS2,0
1129001400,MT1,0
1129001400,PK6,0
1129001400,BK9,0
1129001400,FD6,0
1129001400,CE7,0
1129001400,HP8,0
1129001400,PM9,0
1129001500,CS2,0
1129001500,MT1,0
1129001500,PK6,0
1129001500,BK9,0
1129001500,FD6,0
1129001500,CE7,0
1129001500,HP8,0
1129001500,PM9,0
1129010100,CS2,6
1129010100,MT1,1
1129010100,PK6,6
1129010100,BK9,6
1129010100,FD6,20
1129010100,CE7,16
1129010100,HP8,3
1129010100,PM9,0
1129010200,CS2,2
1129010200,MT1,0
1129010200,PK6,3
1129010200,BK9,2
1129010200,FD6,8
1129010200,CE7,6
1129010200,HP8,6
1129010200,PM9,1
1129010300,CS2,5
1129010300,MT1,2
1129010300,PK6,2
1129010300,BK9,18
1129010300,FD6,2
1129010300,CE7,5
1129010300,HP8,2
1129010300,PM9,3
1129010400,CS2,2
1129010400,MT1,0
1129010400,PK6,0
1129010400,BK9,0
1129010400,FD6,8
1129010400,CE7,5
1129010400,HP8,6
1129010400,PM9,3
1129010500,CS2,1
1129010500,MT1,0
1129010500,PK6,1
1129010500,BK9,2
1129010500,FD6,5
1129010500,CE7,4
1129010500,HP8,9
1129010500,PM9,3
1129010600,CS2,1
1129010600,MT1,0
1129010600,PK6,3
1129010600,BK9,6
1129010600,FD6,0
1129010600,CE7,1
1129010600,HP8,4
1129010600,PM9,2
1129010700,CS2,2
1129010700,MT1,0
1129010700,PK6,3
1129010700,BK9,2
1129010700,FD6,1
1129010700,CE7,4
1129010700,HP8,5
1129010700,PM9,5
1129010800,CS2,2
1129010800,MT1,1
